,-0.209333,-0.205147,-0.20096,-0.196773,-0.192587,-0.1884,-0.184213,-0.180027,-0.17584,-0.171653,-0.167467,-0.16328,-0.159093,-0.154907,-0.15072,-0.146533,-0.142347,-0.13816,-0.133973,-0.129787,-0.1256,-0.121413,-0.117227,-0.11304,-0.108853,-0.104667,-0.10048,-0.0962935,-0.0921068,-0.0879201,-0.0837335,-0.0795468,-0.0753601,-0.0711735,-0.0669868,-0.0628001,-0.0586134,-0.0544268,-0.0502401,-0.0460534,-0.0418668,-0.0376801,-0.0334934,-0.0293068,-0.0251201,-0.0209334,-0.0167468,-0.0125601,-0.00837344,-0.00418677,-1.08E-07,0.00418656,0.00837323,0.0125599,0.0167466,0.0209332,0.0251199,0.0293066,0.0334932,0.0376799,0.0418666,0.0460532,0.0502399,0.0544266,0.0586132,0.0627999,0.0669866,0.0711732,0.0753599,0.0795466,0.0837332,0.0879199,0.0921066,0.0962932,0.10048,0.104667,0.108853,0.11304,0.117227,0.121413,0.1256,0.129787,0.133973,0.13816,0.142347,0.146533,0.15072,0.154907,0.159093,0.16328,0.167467,0.171653,0.17584,0.180026,0.184213,0.1884,0.192586,0.196773,0.20096,0.205146
-0.3,-20.0001,-20.0001,-20.0001,-20.0001,-20.0001,-20.0001,-20.0001,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-19.6279,-16.9614,-14.8356,-13.1014,-11.6596,-10.442,-9.40011,-8.49844,-7.71047,-7.01598,-6.59773,-6.44121,-6.28099,-6.11694,-5.94892,-5.77679,-5.6004,-5.41957,-5.23415,-5.04396,-4.84881,-4.6485,-4.44283,-4.23158,-4.01452,-3.7914,-3.56197,-3.32597,-3.08309,-2.83304,-2.5755,-2.31011,-2.03653,-1.75436,-1.4632,-1.1626,-0.8521,-0.531204,-0.199381,0.142007,0.475722,0.798392
-0.294,-20.0001,-20.0001,-20.0001,-20.0001,-20.0001,-20.0001,-20.0001,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-19.8357,-17.1247,-14.9675,-13.21,-11.7506,-10.5193,-9.46665,-8.5563,-7.76125,-7.06088,-6.60832,-6.45204,-6.29207,-6.12829,-5.96054,-5.7887,-5.61259,-5.43207,-5.24697,-5.0571,-4.86229,-4.66234,-4.45704,-4.24617,-4.02951,-3.80681,-3.57781,-3.34226,-3.09985,-2.8503,-2.59326,-2.32842,-2.0554,-1.77382,-1.48327,-1.18331,-0.873492,-0.553309,-0.222234,0.118974,0.453468,0.77688,1.08975
-0.288,-20.0001,-20.0001,-20.0001,-20.0001,-20.0001,-20.0001,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-17.2907,-15.1011,-13.3199,-11.8426,-10.5975,-9.53386,-8.6147,-7.81247,-7.10616,-6.61888,-6.46285,-6.30314,-6.13962,-5.97215,-5.80058,-5.62477,-5.44456,-5.25977,-5.07023,-4.87576,-4.67616,-4.47123,-4.26074,-4.04447,-3.82219,-3.59363,-3.35852,-3.11659,-2.86752,-2.611,-2.34669,-2.07423,-1.79324,-1.5033,-1.20399,-0.89485,-0.575375,-0.245047,0.0958762,0.431152,0.755307,1.06889,1.3724
-0.282,-20.0001,-20.0001,-20.0001,-20.0001,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-17.4593,-15.2367,-13.4313,-11.9358,-10.6765,-9.60176,-8.67367,-7.86414,-7.15183,-6.62944,-6.47365,-6.31419,-6.15093,-5.98374,-5.81245,-5.63693,-5.45702,-5.27255,-5.08334,-4.88921,-4.68996,-4.48539,-4.27529,-4.05942,-3.83755,-3.60942,-3.37476,-3.1333,-2.88472,-2.62871,-2.36494,-2.09304,-1.81263,-1.52331,-1.22464,-0.916169,-0.597402,-0.267818,0.0727109,0.408772,0.733675,1.04797,1.35216,1.64673
-0.276,-20.0001,-20.0001,-20.0001,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-17.6307,-15.3743,-13.5442,-12.03,-10.7565,-9.67036,-8.73319,-7.91628,-7.19788,-6.63997,-6.48443,-6.32523,-6.16223,-5.99531,-5.8243,-5.64908,-5.46947,-5.28531,-5.09643,-4.90263,-4.70374,-4.49954,-4.28982,-4.07434,-3.85288,-3.62519,-3.39098,-3.14998,-2.90189,-2.64639,-2.38315,-2.11181,-1.83199,-1.54328,-1.24525,-0.937451,-0.619391,-0.290548,0.0494807,0.38633,0.711984,1.02699,1.33186,1.62708,1.91309
-0.27,-20.0001,-20.0001,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-17.8047,-15.5138,-13.6585,-12.1254,-10.8372,-9.73966,-8.79329,-7.96889,-7.24432,-6.6505,-6.4952,-6.33625,-6.17352,-6.00686,-5.83614,-5.66121,-5.4819,-5.29805,-5.1095,-4.91604,-4.7175,-4.51366,-4.30432,-4.08924,-3.8682,-3.64093,-3.40717,-3.16664,-2.91903,-2.66405,-2.40134,-2.13055,-1.85131,-1.56321,-1.26582,-0.958696,-0.641341,-0.313237,0.0261843,0.363826,0.69023,1.00595,1.3115,1.60737,1.89401,2.17183
-0.264,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-17.9817,-15.6554,-13.7744,-12.222,-10.9189,-9.80968,-8.85396,-8.02198,-7.29115,-6.66101,-6.50595,-6.34725,-6.18478,-6.0184,-5.84796,-5.67331,-5.49431,-5.31078,-5.12254,-4.92943,-4.73124,-4.52777,-4.3188,-4.10412,-3.88349,-3.65664,-3.42333,-3.18327,-2.93615,-2.68167,-2.41949,-2.14926,-1.8706,-1.58311,-1.28636,-0.979903,-0.66325,-0.335885,0.00282223,0.341258,0.668418,0.984858,1.29109,1.58761,1.87487,2.15329,2.42328
-0.258,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-18.1615,-15.7991,-13.8918,-12.3197,-11.0015,-9.88041,-8.91522,-8.07554,-7.33838,-6.68604,-6.51669,-6.35824,-6.19603,-6.02992,-5.85976,-5.68541,-5.5067,-5.32348,-5.13557,-4.9428,-4.74495,-4.54185,-4.33326,-4.11898,-3.89875,-3.67234,-3.43947,-3.19987,-2.95324,-2.69927,-2.43762,-2.16794,-1.88986,-1.60297,-1.30686,-1.00107,-0.685121,-0.35849,-0.0206356,0.318628,0.646546,0.963704,1.27063,1.5678,1.85568,2.1347,2.40525,2.66773
-0.252,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-18.3443,-15.9448,-14.0107,-12.4186,-11.0851,-9.95189,-8.97707,-8.12959,-7.38601,-6.72834,-6.52741,-6.36922,-6.20727,-6.04142,-5.87154,-5.69748,-5.51908,-5.33617,-5.14859,-4.95614,-4.75865,-4.55591,-4.3477,-4.13381,-3.91399,-3.688,-3.45558,-3.21644,-2.9703,-2.71683,-2.45571,-2.18659,-1.90908,-1.62281,-1.32733,-1.0222,-0.70695,-0.381056,-0.0439723,0.295935,0.624613,0.942496,1.25011,1.54794,1.83644,2.11606,2.38718,2.6502,2.90547
