0.00, -0.209333,-0.205147,-0.20096,-0.196773,-0.192587,-0.1884,-0.184213,-0.180027,-0.17584,-0.171653,-0.167467,-0.16328,-0.159093,-0.154907,-0.15072,-0.146533,-0.142347,-0.13816,-0.133973,-0.129787,-0.1256,-0.121413,-0.117227,-0.11304,-0.108853,-0.104667,-0.10048,-0.0962935,-0.0921068,-0.0879201,-0.0837335,-0.0795468,-0.0753601,-0.0711735,-0.0669868,-0.0628001,-0.0586134,-0.0544268,-0.0502401,-0.0460534,-0.0418668,-0.0376801,-0.0334934,-0.0293068,-0.0251201,-0.0209334,-0.0167468,-0.0125601,-0.00837344,-0.00418677,-1.08033e-007,0.00418656,0.00837323,0.0125599,0.0167466,0.0209332,0.0251199,0.0293066,0.0334932,0.0376799,0.0418666,0.0460532,0.0502399,0.0544266,0.0586132,0.0627999,0.0669866,0.0711732,0.0753599,0.0795466,0.0837332,0.0879199,0.0921066,0.0962932,0.10048,0.104667,0.108853,0.11304,0.117227,0.121413,0.1256,0.129787,0.133973,0.13816,0.142347,0.146533,0.15072,0.154907,0.159093,0.16328,0.167467,0.171653,0.17584,0.180026,0.184213,0.1884,0.192586,0.196773,0.20096,0.205146,
-0.3, -10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-9.7787,-9.47962,-9.18055,-8.88148,-8.5824,-8.28333,-7.98426,-7.68518,-7.38611,-7.08704,-6.78796,-6.48889,-6.18982,-5.89074,-5.59167,-5.29259,-5,-5,-5,-5,-5,-5,-5,-5,-4.99098,-4.98196,-4.97293,-4.96391,-4.95489,-4.94587,-4.93686,-4.82933,-4.67637,-4.52446,-4.37362,-4.22381,-4.07504,-3.9273,-3.78056,-3.63482,-3.49007,-3.3463,-3.2035,-3.06166,-2.92077,-2.78081,-2.59424,-2.29233,-2.27509,-2.26615,-2.25721,-2.24829,-2.23937,-2.23045,-2.22155,-2.21265,-2.20376,-2.19488,-2.186,-2.17714,-2.16828,-2.15944,-2.1506,-2.14177,-2.13295,-2.12415,-2.11535,-2.10656,-2.09778,-2.08902,-2.08027,-2.07152,-2.06279,
-0.294, -10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-9.99249,-9.97471,-9.95691,-9.9391,-9.92128,-9.90343,-9.88558,-9.86771,-9.84983,-9.83193,-9.69615,-9.40124,-9.10834,-8.81744,-8.52853,-8.24158,-7.95658,-7.67351,-7.39235,-7.11308,-6.83568,-6.56014,-6.28643,-6.01455,-5.74447,-5.33603,-4.76314,-4.75413,-4.74511,-4.73609,-4.72707,-4.71804,-4.70902,-4.7,-4.69098,-4.68195,-4.67293,-4.66391,-4.65489,-4.64587,-4.63685,-4.54296,-4.42383,-4.31395,-4.17937,-4.04562,-3.9127,-3.7806,-3.64931,-3.51882,-3.38913,-3.26023,-3.13211,-3.00476,-2.85163,-2.59562,-2.31075,-1.99186,-1.97509,-1.96615,-1.95721,-1.94828,-1.93936,-1.93045,-1.92154,-1.91264,-1.90375,-1.89487,-1.886,-1.87713,-1.86828,-1.85943,-1.85059,-1.84176,-1.83295,-1.82414,-1.81534,-1.80655,-1.79778,-1.78901,-1.78026,-1.77152,-1.76279,
-0.288, -9.69188,-9.67444,-9.65698,-9.63949,-9.62198,-9.60445,-9.5869,-9.56933,-9.55173,-9.53412,-9.51648,-9.49882,-9.48115,-9.46345,-9.44574,-9.42801,-9.41027,-9.3925,-9.37472,-9.35692,-9.33911,-9.32128,-9.30344,-9.28559,-9.26772,-9.24983,-9.23194,-9.14085,-9.03576,-8.94145,-8.68135,-8.42245,-8.16513,-7.90938,-7.65518,-7.40252,-7.15139,-6.90178,-6.65367,-6.40704,-6.07678,-5.59131,-5.05096,-4.46315,-4.45413,-4.44511,-4.43609,-4.42707,-4.41804,-4.40902,-4.4,-4.39098,-4.38195,-4.37293,-4.36391,-4.35489,-4.34587,-4.33685,-4.25464,-4.15118,-4.05837,-3.97467,-3.89878,-3.78063,-3.66119,-3.5424,-3.42428,-3.30681,-3.18999,-3.06176,-2.84052,-2.59687,-2.32722,-2.02717,-1.69129,-1.67508,-1.66614,-1.65721,-1.64828,-1.63936,-1.63044,-1.62154,-1.61264,-1.60375,-1.59487,-1.58599,-1.57713,-1.56827,-1.55942,-1.55059,-1.54176,-1.53294,-1.52413,-1.51533,-1.50655,-1.49777,-1.48901,-1.48025,-1.47151,-1.46278,
-0.282, -9.09189,-9.07445,-9.05699,-9.0395,-9.022,-9.00447,-8.98691,-8.96934,-8.95174,-8.93413,-8.91649,-8.89884,-8.88116,-8.86347,-8.84575,-8.82802,-8.81028,-8.79251,-8.77473,-8.75693,-8.73912,-8.72129,-8.70345,-8.68559,-8.66772,-8.64984,-8.63195,-8.56629,-8.49233,-8.42596,-8.36606,-8.31174,-8.10284,-7.87089,-7.64022,-7.41082,-7.18268,-6.95579,-6.68111,-6.27172,-5.82074,-5.32149,-4.76579,-4.16315,-4.15413,-4.14511,-4.13609,-4.12707,-4.11805,-4.10902,-4.1,-4.09098,-4.08195,-4.07293,-4.06391,-4.05489,-4.04587,-4.03685,-3.96641,-3.87861,-3.79986,-3.72882,-3.66442,-3.60577,-3.55212,-3.45364,-3.34574,-3.23653,-3.04241,-2.83043,-2.598,-2.34203,-2.05874,-1.74351,-1.39061,-1.37508,-1.36614,-1.3572,-1.34827,-1.33935,-1.33044,-1.32153,-1.31263,-1.30374,-1.29486,-1.28599,-1.27712,-1.26826,-1.25942,-1.25058,-1.24175,-1.23293,-1.22413,-1.21533,-1.20654,-1.19776,-1.189,-1.18024,-1.1715,-1.16277,
-0.276, -8.4919,-8.47446,-8.457,-8.43952,-8.42201,-8.40448,-8.38692,-8.36935,-8.35175,-8.33414,-8.3165,-8.29885,-8.28117,-8.26347,-8.24576,-8.22803,-8.21028,-8.19252,-8.17474,-8.15694,-8.13913,-8.1213,-8.10346,-8.0856,-8.06773,-8.04985,-8.03195,-7.99193,-7.94908,-7.91062,-7.87591,-7.84442,-7.81573,-7.78947,-7.62779,-7.41772,-7.18351,-6.83231,-6.44872,-6.02804,-5.56462,-5.05159,-4.48054,-3.86315,-3.85413,-3.84511,-3.83609,-3.82707,-3.81804,-3.80902,-3.8,-3.79098,-3.78195,-3.77293,-3.76391,-3.75489,-3.74587,-3.73685,-3.67828,-3.60613,-3.54142,-3.48305,-3.43013,-3.38193,-3.33785,-3.29739,-3.19079,-3.02469,-2.82122,-2.59904,-2.35542,-2.08712,-1.79017,-1.45975,-1.08983,-1.07507,-1.06613,-1.0572,-1.04827,-1.03935,-1.03043,-1.02153,-1.01263,-1.00374,-0.994855,-0.985981,-0.977115,-0.968259,-0.959413,-0.950575,-0.941746,-0.932927,-0.924119,-0.915322,-0.906534,-0.897758,-0.888993,-0.880238,-0.871496,-0.862764,
-0.27, -7.89191,-7.87448,-7.85701,-7.83953,-7.82202,-7.80449,-7.78693,-7.76936,-7.75176,-7.73415,-7.71651,-7.69885,-7.68118,-7.66348,-7.64577,-7.62804,-7.61029,-7.59252,-7.57474,-7.55695,-7.53913,-7.5213,-7.50346,-7.48561,-7.46774,-7.44985,-7.43196,-7.41776,-7.40599,-7.39543,-7.38588,-7.37722,-7.36932,-7.36209,-7.3443,-7.22253,-6.97078,-6.61016,-6.21627,-5.7843,-5.30842,-4.7816,-4.19519,-3.56315,-3.55413,-3.54511,-3.53609,-3.52707,-3.51804,-3.50902,-3.5,-3.49097,-3.48195,-3.47293,-3.46391,-3.45489,-3.44587,-3.43685,-3.39024,-3.33374,-3.28306,-3.23735,-3.1959,-3.15816,-3.05188,-2.92889,-2.80524,-2.68092,-2.55595,-2.36758,-2.11277,-1.83213,-1.52153,-1.17589,-0.78895,-0.775069,-0.766128,-0.757193,-0.748265,-0.739343,-0.730429,-0.721523,-0.712624,-0.703732,-0.69485,-0.685976,-0.67711,-0.668254,-0.659406,-0.650568,-0.641741,-0.632922,-0.624113,-0.615315,-0.606528,-0.597751,-0.588986,-0.580232,-0.571488,-0.562757,
-0.264, -7.29193,-7.27449,-7.25702,-7.23954,-7.22203,-7.2045,-7.18694,-7.16937,-7.15177,-7.13416,-7.11652,-7.09886,-7.08119,-7.06349,-7.04578,-7.02805,-7.0103,-6.99253,-6.97475,-6.95695,-6.93914,-6.92131,-6.90347,-6.88561,-6.86774,-6.84986,-6.83196,-6.84377,-6.86308,-6.88039,-6.896,-6.91015,-6.92304,-6.79107,-6.65722,-6.52263,-6.38731,-6.25124,-5.98377,-5.54049,-5.05215,-4.51153,-3.90975,-3.26315,-3.25413,-3.24511,-3.23609,-3.22707,-3.21804,-3.20902,-3.2,-3.19097,-3.18195,-3.17293,-3.16391,-3.15489,-3.14587,-3.13685,-3.10229,-3.06143,-3.02477,-2.99171,-2.88766,-2.75292,-2.6174,-2.48109,-2.34397,-2.20606,-2.06734,-1.92781,-1.78745,-1.57707,-1.2528,-0.89195,-0.487965,-0.475065,-0.466123,-0.457188,-0.44826,-0.439338,-0.430424,-0.421518,-0.412619,-0.403728,-0.394845,-0.385971,-0.377105,-0.368248,-0.359401,-0.350563,-0.341734,-0.332916,-0.324108,-0.315309,-0.306521,-0.297745,-0.28898,-0.280225,-0.271481,-0.262751,
-0.258, -6.69194,-6.6745,-6.65704,-6.63955,-6.62204,-6.60451,-6.58696,-6.56938,-6.55178,-6.53417,-6.51653,-6.49887,-6.4812,-6.4635,-6.44579,-6.42806,-6.41031,-6.39254,-6.37476,-6.35696,-6.33915,-6.32132,-6.30347,-6.28562,-6.26775,-6.24986,-6.23197,-6.26998,-6.32033,-6.3655,-6.40626,-6.28032,-6.13267,-5.98413,-5.8347,-5.68438,-5.53315,-5.381,-5.22794,-5.07395,-4.79581,-4.24138,-3.62421,-2.96315,-2.95413,-2.94511,-2.93609,-2.92707,-2.91804,-2.90902,-2.9,-2.89097,-2.88195,-2.87293,-2.8639,-2.85488,-2.84586,-2.83685,-2.81444,-2.7892,-2.69049,-2.54154,-2.39164,-2.24077,-2.08893,-1.9361,-1.78229,-1.62747,-1.47166,-1.31482,-1.15696,-0.998064,-0.838131,-0.607915,-0.186878,-0.175062,-0.16612,-0.157185,-0.148256,-0.139335,-0.130419,-0.121513,-0.112614,-0.103722,-0.0948399,-0.0859663,-0.0771001,-0.0682428,-0.059396,-0.0505567,-0.0417292,-0.0329092,-0.0241011,-0.0153035,-0.00651479,0,0,0,0,0,
-0.252, -6.09195,-6.07451,-6.05705,-6.03956,-6.02205,-6.00452,-5.98697,-5.96939,-5.95179,-5.93417,-5.91654,-5.89888,-5.8812,-5.86351,-5.84579,-5.82806,-5.81031,-5.79255,-5.77477,-5.75697,-5.73915,-5.72132,-5.70348,-5.68562,-5.66775,-5.64987,-5.63197,-5.69637,-5.77775,-5.66623,-5.50164,-5.33597,-5.1692,-5.00134,-4.83236,-4.66224,-4.491,-4.31861,-4.14506,-3.97033,-3.79443,-3.61733,-3.33859,-2.66315,-2.65413,-2.64511,-2.63609,-2.62707,-2.61804,-2.60902,-2.6,-2.59097,-2.58195,-2.57293,-2.5639,-2.55488,-2.54586,-2.53684,-2.44936,-2.28286,-2.11517,-1.94628,-1.79499,-1.64546,-1.49592,-1.34638,-1.19685,-1.04731,-0.897772,-0.748235,-0.598699,-0.449162,-0.299625,-0.150088,-0.000551875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.246, -5.49196,-5.47452,-5.45706,-5.43957,-5.42206,-5.40453,-5.38698,-5.3694,-5.3518,-5.33419,-5.31655,-5.29889,-5.28121,-5.26352,-5.2458,-5.22807,-5.21032,-5.19256,-5.17477,-5.15697,-5.13916,-5.12133,-5.10349,-5.08563,-5.06776,-5.04987,-5.03198,-4.91387,-4.73595,-4.58642,-4.43688,-4.28734,-4.13781,-3.98827,-3.83873,-3.6892,-3.53966,-3.39012,-3.24059,-3.09105,-2.94151,-2.79198,-2.64244,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.39271,-2.24317,-2.09364,-1.9441,-1.79456,-1.64503,-1.49549,-1.34595,-1.19642,-1.04688,-0.897343,-0.747806,-0.59827,-0.448733,-0.299197,-0.14966,-0.000123467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
